Area,Bedrooms,Bathrooms,Floors,Age,Parking,City,HasGarden,HasPool,Furnished,DistanceToCenter_km,CrimeIndex,SchoolScore,Price
278.0,4.0,4.0,2.0,36.0,2.0,Tehran,0.0,0.0,0.0,21.5,5.3,8.7,454240
145.0,2.0,1.0,1.0,27.0,0.0,Mashhad,0.0,0.0,1.0,17.4,8.2,7.5,145726
86.0,3.0,3.0,3.0,36.0,1.0,Qom,0.0,0.0,0.0,6.9,8.6,,100000
185.0,2.0,1.0,2.0,8.0,1.0,Isfahan,0.0,0.0,1.0,4.9,7.6,4.8,267047
354.0,6.0,5.0,4.0,29.0,1.0,Qom,1.0,1.0,,9.2,1.6,7.5,532015
400.0,7.0,5.0,4.0,44.0,1.0,Tehran,1.0,0.0,1.0,22.1,1.1,7.8,875196
239.0,5.0,5.0,1.0,39.0,0.0,Mashhad,1.0,0.0,1.0,31.0,4.1,9.7,147858
93.0,2.0,2.0,3.0,8.0,0.0,Rasht,0.0,0.0,0.0,14.6,1.8,5.6,197293
330.0,5.0,,3.0,35.0,1.0,Isfahan,0.0,0.0,0.0,20.5,4.8,6.5,343708
116.0,3.0,2.0,1.0,26.0,0.0,Tehran,0.0,0.0,0.0,22.3,2.0,9.5,169440
49.0,1.0,2.0,2.0,9.0,1.0,Karaj,1.0,0.0,0.0,29.9,7.3,5.0,100000
64.0,1.0,1.0,4.0,22.0,1.0,Rasht,1.0,0.0,1.0,28.4,4.9,9.0,100000
252.0,5.0,5.0,4.0,42.0,1.0,Mashhad,1.0,0.0,0.0,16.3,7.8,6.5,382162
222.0,5.0,5.0,2.0,1.0,3.0,Shiraz,1.0,0.0,1.0,30.6,4.6,4.4,288297
315.0,6.0,5.0,1.0,3.0,2.0,Karaj,1.0,0.0,1.0,23.1,4.1,5.3,537237
403.0,7.0,5.0,2.0,44.0,3.0,Shiraz,1.0,0.0,0.0,29.1,9.0,8.1,375677
348.0,7.0,5.0,3.0,11.0,1.0,Isfahan,0.0,0.0,0.0,2.8,4.5,4.5,540456
317.0,7.0,5.0,2.0,42.0,0.0,Mashhad,1.0,0.0,0.0,28.4,8.6,9.0,396283
80.0,1.0,2.0,3.0,21.0,1.0,Tabriz,0.0,0.0,0.0,16.0,7.8,5.5,100000
120.0,2.0,2.0,2.0,0.0,2.0,Tehran,0.0,0.0,0.0,30.4,5.1,4.7,173207
199.0,4.0,5.0,2.0,40.0,2.0,Tehran,1.0,0.0,0.0,20.5,7.8,9.6,365761
353.0,6.0,5.0,3.0,43.0,3.0,Tabriz,0.0,0.0,0.0,16.9,6.6,7.7,348507
177.0,3.0,3.0,1.0,32.0,2.0,Qom,1.0,0.0,0.0,29.5,5.8,8.2,100000
302.0,5.0,5.0,3.0,25.0,0.0,Rasht,0.0,0.0,0.0,17.4,4.5,5.2,412930
333.0,7.0,5.0,1.0,41.0,1.0,Mashhad,1.0,0.0,0.0,28.1,5.8,4.3,374411
334.0,5.0,4.0,3.0,18.0,2.0,Karaj,0.0,1.0,1.0,10.4,3.5,6.8,660751
325.0,7.0,5.0,1.0,22.0,1.0,Rasht,1.0,0.0,1.0,31.5,,9.6,397578
313.0,7.0,5.0,2.0,13.0,2.0,Isfahan,1.0,0.0,0.0,9.2,8.5,7.7,597025
276.0,5.0,5.0,2.0,5.0,3.0,Shiraz,1.0,1.0,0.0,1.9,9.4,9.5,619960
222.0,,3.0,4.0,34.0,0.0,Shiraz,1.0,0.0,0.0,34.5,3.1,9.9,129836
149.0,3.0,2.0,1.0,22.0,1.0,Mashhad,0.0,1.0,0.0,7.7,4.7,9.6,381767
149.0,3.0,3.0,1.0,2.0,3.0,Tehran,0.0,0.0,0.0,0.7,5.9,4.1,375054
46.0,1.0,1.0,3.0,41.0,0.0,Qom,0.0,0.0,1.0,12.6,3.1,6.1,100000
222.0,,4.0,3.0,23.0,2.0,Tehran,1.0,0.0,0.0,8.3,6.6,4.7,527986
161.0,,3.0,4.0,14.0,3.0,Mashhad,0.0,0.0,1.0,31.4,9.6,6.6,100000
278.0,6.0,5.0,3.0,23.0,0.0,Mashhad,0.0,0.0,1.0,6.4,7.8,6.0,375970
277.0,5.0,4.0,4.0,33.0,3.0,Qom,1.0,0.0,0.0,7.3,10.0,9.0,290839
258.0,4.0,4.0,3.0,32.0,1.0,Tehran,,0.0,0.0,19.2,,7.8,479583
105.0,1.0,1.0,3.0,17.0,3.0,Shiraz,0.0,0.0,0.0,32.7,5.4,6.8,100000
175.0,2.0,1.0,3.0,18.0,3.0,Karaj,0.0,0.0,1.0,29.3,6.8,,100000
232.0,4.0,5.0,3.0,41.0,0.0,Tehran,0.0,0.0,0.0,34.1,3.4,7.7,311361
343.0,7.0,5.0,3.0,41.0,3.0,Karaj,0.0,0.0,1.0,28.7,1.2,9.1,493497
380.0,7.0,5.0,4.0,29.0,1.0,Mashhad,1.0,0.0,1.0,10.6,1.7,4.1,607248
402.0,7.0,5.0,2.0,31.0,1.0,Tabriz,1.0,0.0,1.0,16.4,8.5,5.7,422218
159.0,2.0,1.0,4.0,23.0,3.0,Rasht,1.0,0.0,0.0,32.8,4.7,4.7,100000
302.0,6.0,5.0,4.0,25.0,3.0,Isfahan,0.0,0.0,1.0,30.2,8.5,4.0,350575
259.0,6.0,5.0,1.0,16.0,2.0,Tehran,0.0,0.0,1.0,26.9,2.8,7.0,511064
391.0,7.0,5.0,3.0,11.0,1.0,Shiraz,0.0,0.0,1.0,29.4,3.5,6.3,433432
198.0,4.0,4.0,3.0,26.0,0.0,Tehran,0.0,0.0,1.0,17.4,6.8,7.5,405184
120.0,2.0,2.0,3.0,33.0,3.0,Isfahan,1.0,0.0,1.0,29.7,6.2,9.2,100000
335.0,6.0,5.0,2.0,13.0,0.0,Mashhad,1.0,0.0,0.0,4.3,1.5,9.4,598145
90.0,3.0,2.0,4.0,41.0,1.0,Isfahan,1.0,0.0,0.0,24.9,5.6,8.8,100000
315.0,6.0,5.0,1.0,34.0,1.0,,1.0,0.0,0.0,25.0,3.7,8.5,287300
209.0,4.0,3.0,4.0,36.0,0.0,Mashhad,0.0,1.0,0.0,34.8,3.3,8.6,251576
348.0,6.0,5.0,2.0,8.0,0.0,Shiraz,0.0,0.0,0.0,6.1,5.9,9.1,603381
259.0,6.0,5.0,1.0,15.0,3.0,Tabriz,0.0,0.0,1.0,5.7,2.0,8.8,621751
305.0,7.0,5.0,4.0,28.0,2.0,Tehran,0.0,0.0,0.0,14.3,9.6,8.4,678318
359.0,7.0,5.0,2.0,16.0,3.0,Tabriz,0.0,0.0,1.0,31.8,8.4,8.8,395044
243.0,5.0,5.0,2.0,8.0,2.0,Isfahan,1.0,0.0,1.0,26.1,1.5,5.7,431421
401.0,7.0,5.0,2.0,25.0,1.0,Mashhad,0.0,1.0,0.0,19.4,3.6,6.1,597581
367.0,,5.0,1.0,43.0,1.0,Shiraz,0.0,0.0,0.0,18.1,5.8,5.5,318105
333.0,7.0,5.0,2.0,37.0,2.0,Rasht,0.0,0.0,1.0,,8.2,9.3,365510
87.0,3.0,3.0,2.0,29.0,1.0,Shiraz,1.0,0.0,0.0,9.8,5.9,4.3,106190
300.0,6.0,5.0,3.0,33.0,1.0,Rasht,1.0,0.0,0.0,7.6,8.2,9.4,511430
349.0,6.0,5.0,2.0,31.0,3.0,Qom,0.0,0.0,1.0,27.2,6.1,6.7,339713
125.0,1.0,1.0,2.0,21.0,0.0,Tabriz,0.0,0.0,0.0,26.9,9.7,8.8,100000
122.0,1.0,2.0,4.0,20.0,3.0,Mashhad,0.0,0.0,0.0,27.6,1.2,,100000
247.0,5.0,4.0,3.0,28.0,1.0,Shiraz,1.0,0.0,0.0,25.6,7.2,7.0,261398
136.0,3.0,4.0,2.0,4.0,1.0,Qom,0.0,0.0,1.0,12.4,1.8,4.7,222754
315.0,5.0,5.0,2.0,36.0,1.0,Tabriz,1.0,0.0,1.0,19.5,2.2,5.8,335322
327.0,7.0,,4.0,23.0,2.0,Tehran,1.0,0.0,0.0,6.8,3.8,7.0,738965
373.0,7.0,5.0,1.0,11.0,0.0,Isfahan,0.0,0.0,0.0,1.4,3.5,5.5,613366
152.0,3.0,3.0,4.0,18.0,1.0,Tehran,1.0,0.0,0.0,21.3,9.5,7.8,269064
69.0,2.0,2.0,2.0,16.0,1.0,Isfahan,1.0,0.0,1.0,32.3,2.1,5.3,100000
51.0,1.0,1.0,3.0,45.0,3.0,Isfahan,0.0,0.0,0.0,4.7,5.5,9.9,117610
344.0,5.0,5.0,4.0,43.0,0.0,Isfahan,0.0,0.0,0.0,28.6,6.7,4.3,236944
106.0,1.0,1.0,2.0,24.0,1.0,Rasht,1.0,0.0,0.0,2.3,4.4,5.7,173243
293.0,6.0,5.0,1.0,14.0,0.0,Tehran,1.0,0.0,0.0,0.8,3.3,7.2,783655
295.0,4.0,5.0,2.0,41.0,3.0,Tehran,1.0,0.0,0.0,30.5,2.6,7.8,587888
87.0,2.0,1.0,2.0,14.0,1.0,Tehran,0.0,1.0,1.0,,4.0,6.9,310479
129.0,2.0,1.0,2.0,13.0,3.0,Qom,0.0,0.0,1.0,21.0,9.7,7.3,100000
235.0,3.0,2.0,4.0,22.0,3.0,Mashhad,1.0,0.0,0.0,10.9,5.7,7.8,383798
232.0,5.0,4.0,2.0,41.0,3.0,Tehran,1.0,0.0,0.0,21.6,9.7,5.6,351360
394.0,7.0,5.0,2.0,30.0,3.0,Qom,0.0,0.0,1.0,14.2,8.6,4.1,454415
60.0,2.0,3.0,3.0,25.0,1.0,Shiraz,0.0,0.0,1.0,32.0,1.7,6.4,100000
255.0,5.0,4.0,4.0,13.0,1.0,Shiraz,0.0,0.0,0.0,23.7,1.1,7.5,302179
320.0,7.0,5.0,4.0,0.0,3.0,Qom,0.0,0.0,1.0,29.5,5.4,8.5,424242
72.0,2.0,1.0,1.0,42.0,2.0,Isfahan,0.0,0.0,0.0,19.2,1.5,7.3,100000
336.0,6.0,5.0,4.0,16.0,0.0,Mashhad,0.0,0.0,0.0,13.6,5.5,8.8,612572
280.0,6.0,5.0,3.0,45.0,1.0,Tehran,0.0,1.0,0.0,25.1,2.9,6.1,637194
76.0,1.0,2.0,2.0,14.0,2.0,Mashhad,1.0,0.0,0.0,25.2,1.6,5.5,100000
251.0,6.0,5.0,3.0,38.0,1.0,Qom,1.0,1.0,0.0,21.5,9.2,7.0,297653
48.0,1.0,2.0,3.0,5.0,1.0,Tabriz,1.0,0.0,1.0,24.2,5.0,8.4,100000
295.0,4.0,5.0,1.0,19.0,2.0,Karaj,0.0,0.0,0.0,17.8,2.2,9.8,483660
150.0,2.0,3.0,2.0,36.0,0.0,Mashhad,1.0,0.0,1.0,19.7,1.9,10.0,204364
352.0,6.0,5.0,2.0,6.0,0.0,Tehran,1.0,0.0,0.0,33.3,4.7,8.4,664703
161.0,3.0,2.0,2.0,25.0,,,0.0,0.0,0.0,4.3,9.3,9.2,216796
414.0,7.0,5.0,1.0,15.0,1.0,,1.0,0.0,0.0,25.9,7.1,8.5,481976
188.0,3.0,3.0,1.0,28.0,2.0,Qom,0.0,0.0,1.0,32.8,5.5,8.0,100000
51.0,2.0,2.0,,4.0,3.0,Tehran,0.0,0.0,0.0,23.5,9.8,5.9,100000
326.0,5.0,4.0,2.0,31.0,2.0,Mashhad,0.0,1.0,1.0,32.7,8.2,6.0,413531
74.0,1.0,2.0,2.0,38.0,3.0,,1.0,0.0,0.0,26.3,8.3,9.2,100000
329.0,5.0,5.0,2.0,18.0,2.0,Tehran,0.0,0.0,1.0,33.0,1.3,8.4,645100
77.0,1.0,1.0,2.0,36.0,2.0,Qom,1.0,0.0,1.0,15.8,5.8,6.3,100000
393.0,7.0,5.0,4.0,34.0,2.0,Karaj,1.0,0.0,0.0,17.8,3.6,6.3,603704
391.0,6.0,5.0,1.0,3.0,1.0,Qom,0.0,0.0,0.0,12.7,2.5,6.3,563062
311.0,6.0,5.0,2.0,38.0,2.0,Tabriz,0.0,0.0,0.0,10.8,9.9,5.3,316195
224.0,3.0,2.0,4.0,27.0,1.0,Tabriz,0.0,0.0,0.0,9.9,1.3,6.4,189463
98.0,2.0,1.0,2.0,11.0,3.0,Tehran,0.0,0.0,0.0,15.1,4.9,9.0,192400
385.0,6.0,5.0,3.0,44.0,2.0,Tabriz,0.0,0.0,0.0,7.8,9.0,7.1,439926
282.0,6.0,5.0,4.0,45.0,2.0,Shiraz,0.0,0.0,1.0,11.1,1.5,8.9,455207
214.0,3.0,3.0,2.0,6.0,3.0,Isfahan,0.0,1.0,1.0,22.6,6.5,8.6,374892
135.0,2.0,2.0,3.0,38.0,2.0,Shiraz,0.0,1.0,0.0,27.5,9.4,8.2,100000
223.0,4.0,3.0,2.0,6.0,0.0,Mashhad,0.0,0.0,1.0,0.9,3.7,8.8,526065
333.0,5.0,4.0,1.0,29.0,0.0,Isfahan,1.0,0.0,1.0,28.4,3.5,4.4,348624
49.0,1.0,,2.0,29.0,2.0,Qom,1.0,0.0,0.0,29.6,6.4,8.0,100000
309.0,7.0,5.0,4.0,45.0,1.0,Isfahan,1.0,0.0,0.0,30.7,2.4,4.2,404913
289.0,6.0,5.0,1.0,31.0,0.0,Tabriz,0.0,0.0,0.0,30.9,9.7,7.1,189586
401.0,6.0,5.0,2.0,21.0,3.0,Isfahan,0.0,1.0,0.0,24.4,6.9,5.5,576216
68.0,1.0,1.0,1.0,41.0,0.0,Tehran,0.0,0.0,1.0,22.8,4.0,7.6,100000
287.0,6.0,5.0,1.0,0.0,1.0,Qom,0.0,0.0,0.0,2.6,6.2,4.5,502598
401.0,7.0,5.0,,43.0,1.0,Tehran,1.0,0.0,0.0,7.9,8.1,9.4,881888
280.0,4.0,4.0,1.0,41.0,2.0,Isfahan,0.0,1.0,0.0,1.8,7.2,5.2,470103
400.0,7.0,5.0,2.0,12.0,3.0,Tehran,0.0,0.0,1.0,,1.3,7.9,1094205
302.0,5.0,5.0,2.0,4.0,2.0,Qom,0.0,0.0,0.0,,5.9,7.6,293738
272.0,6.0,5.0,4.0,0.0,0.0,Karaj,0.0,0.0,1.0,7.3,6.8,8.8,658086
189.0,2.0,1.0,2.0,22.0,3.0,Rasht,0.0,0.0,0.0,29.6,8.1,9.7,100000
160.0,3.0,3.0,3.0,34.0,1.0,Tehran,0.0,0.0,1.0,30.0,3.3,7.9,158343
103.0,1.0,1.0,2.0,37.0,1.0,Tehran,1.0,0.0,0.0,9.6,,9.0,127085
185.0,2.0,2.0,3.0,25.0,0.0,Rasht,0.0,0.0,1.0,7.5,8.4,8.6,186898
77.0,2.0,2.0,1.0,25.0,3.0,Rasht,0.0,0.0,1.0,29.8,3.4,5.2,100000
319.0,6.0,5.0,4.0,34.0,2.0,Shiraz,0.0,0.0,1.0,19.1,8.5,7.3,319627
160.0,2.0,2.0,1.0,39.0,0.0,Tehran,0.0,,1.0,17.2,3.9,8.7,148780
195.0,5.0,5.0,2.0,3.0,,Shiraz,0.0,0.0,0.0,21.8,6.9,9.5,247417
97.0,1.0,1.0,4.0,,0.0,Isfahan,0.0,0.0,1.0,28.8,9.6,9.4,100000
184.0,4.0,5.0,2.0,10.0,2.0,Karaj,1.0,0.0,0.0,25.0,3.8,9.5,316399
63.0,2.0,2.0,3.0,38.0,3.0,Mashhad,1.0,0.0,0.0,4.0,6.5,8.8,100000
345.0,6.0,5.0,1.0,40.0,3.0,Shiraz,0.0,0.0,0.0,20.7,3.1,8.4,348031
363.0,6.0,5.0,4.0,32.0,3.0,Qom,0.0,0.0,0.0,34.3,8.1,5.4,201893
,4.0,4.0,1.0,16.0,3.0,Tabriz,0.0,0.0,0.0,20.8,1.2,6.2,221880
123.0,2.0,1.0,4.0,24.0,2.0,Rasht,0.0,,0.0,15.5,8.9,4.1,100000
210.0,3.0,4.0,2.0,28.0,2.0,Qom,0.0,0.0,1.0,21.2,8.6,9.1,148589
125.0,2.0,1.0,1.0,24.0,0.0,Tabriz,1.0,0.0,1.0,18.3,8.4,7.9,100000
217.0,3.0,3.0,3.0,38.0,2.0,Tehran,0.0,0.0,1.0,32.1,2.6,4.5,288917
295.0,4.0,4.0,2.0,43.0,3.0,Mashhad,0.0,0.0,1.0,25.3,5.4,6.0,314722
146.0,2.0,2.0,1.0,34.0,3.0,Karaj,0.0,0.0,1.0,7.2,7.0,4.4,135549
130.0,1.0,1.0,4.0,15.0,2.0,Tabriz,1.0,0.0,0.0,32.7,7.3,7.0,100000
404.0,7.0,5.0,2.0,15.0,0.0,Qom,0.0,0.0,0.0,33.1,7.5,4.4,243458
292.0,4.0,3.0,1.0,2.0,2.0,Shiraz,1.0,0.0,0.0,5.3,2.4,6.4,525858
325.0,6.0,5.0,1.0,20.0,3.0,Isfahan,0.0,0.0,0.0,26.9,4.0,8.9,394172
174.0,,4.0,2.0,21.0,2.0,Shiraz,0.0,1.0,1.0,3.7,5.8,7.2,358508
377.0,7.0,5.0,1.0,19.0,3.0,Isfahan,0.0,0.0,0.0,18.9,8.3,6.9,448556
354.0,7.0,5.0,4.0,31.0,2.0,Qom,0.0,0.0,1.0,6.9,1.6,7.5,456273
84.0,1.0,1.0,2.0,1.0,1.0,Karaj,0.0,0.0,1.0,15.3,4.3,9.0,100000
50.0,1.0,1.0,3.0,1.0,1.0,Karaj,1.0,0.0,1.0,34.8,2.2,5.4,100000
162.0,2.0,1.0,3.0,43.0,1.0,Shiraz,0.0,0.0,0.0,31.3,1.3,9.2,128572
343.0,7.0,5.0,2.0,19.0,0.0,Qom,0.0,0.0,1.0,12.1,9.4,9.2,525175
284.0,5.0,5.0,4.0,8.0,0.0,Qom,0.0,0.0,1.0,21.2,9.2,4.2,287764
163.0,2.0,3.0,3.0,40.0,3.0,Mashhad,0.0,0.0,1.0,31.8,7.3,8.0,100000
158.0,3.0,3.0,3.0,3.0,2.0,Tabriz,1.0,0.0,1.0,2.2,4.2,9.8,410393
217.0,4.0,4.0,4.0,11.0,2.0,Mashhad,1.0,0.0,0.0,22.5,4.8,8.6,406901
105.0,3.0,2.0,4.0,21.0,3.0,Mashhad,1.0,0.0,1.0,11.3,5.1,9.4,281094
205.0,5.0,5.0,2.0,11.0,3.0,Isfahan,0.0,0.0,,5.5,7.0,,352539
104.0,2.0,2.0,4.0,30.0,2.0,Isfahan,0.0,0.0,0.0,9.9,8.2,4.7,100000
87.0,1.0,2.0,3.0,25.0,1.0,Qom,1.0,0.0,0.0,11.5,4.7,6.4,100000
266.0,,3.0,2.0,24.0,2.0,Rasht,0.0,0.0,1.0,12.1,7.4,5.9,372539
173.0,3.0,3.0,2.0,36.0,3.0,Qom,0.0,,1.0,33.6,2.3,6.4,100000
131.0,3.0,3.0,1.0,1.0,,Isfahan,1.0,0.0,1.0,2.7,4.8,5.4,293712
317.0,6.0,5.0,1.0,9.0,3.0,Karaj,1.0,0.0,0.0,9.7,9.8,8.5,617308
297.0,4.0,4.0,1.0,25.0,0.0,Rasht,1.0,0.0,1.0,1.1,6.4,9.0,418323
146.0,2.0,3.0,2.0,35.0,0.0,Karaj,0.0,1.0,0.0,,5.7,4.3,100000
321.0,6.0,5.0,1.0,26.0,3.0,Tabriz,1.0,0.0,1.0,10.6,5.2,4.9,379160
68.0,1.0,1.0,3.0,31.0,0.0,Shiraz,0.0,0.0,0.0,5.4,4.4,6.9,101808
156.0,4.0,4.0,3.0,24.0,2.0,Tehran,1.0,0.0,0.0,9.8,3.7,6.9,424022
371.0,6.0,5.0,2.0,17.0,2.0,Qom,1.0,0.0,1.0,16.8,9.8,6.0,518086
62.0,2.0,3.0,4.0,11.0,0.0,Qom,0.0,0.0,1.0,23.0,9.8,8.9,100000
240.0,3.0,,1.0,20.0,3.0,Qom,1.0,1.0,1.0,16.0,2.1,7.3,301424
400.0,7.0,5.0,3.0,8.0,,Rasht,1.0,0.0,1.0,23.1,8.2,5.2,570787
281.0,4.0,4.0,2.0,14.0,3.0,Rasht,0.0,0.0,0.0,13.2,1.4,9.1,422383
409.0,7.0,5.0,3.0,31.0,3.0,,0.0,0.0,1.0,26.0,4.4,8.6,471707
109.0,1.0,1.0,2.0,5.0,2.0,,0.0,0.0,1.0,14.7,3.1,7.1,287349
146.0,3.0,2.0,2.0,5.0,2.0,Tehran,1.0,0.0,0.0,22.6,8.1,9.5,337401
272.0,6.0,5.0,1.0,23.0,2.0,Rasht,1.0,0.0,0.0,17.2,6.4,4.1,297647
322.0,7.0,5.0,2.0,15.0,1.0,Shiraz,1.0,0.0,1.0,27.7,1.1,4.5,411642
130.0,2.0,2.0,4.0,7.0,1.0,Rasht,0.0,0.0,0.0,11.4,8.0,6.3,140481
252.0,4.0,4.0,4.0,21.0,0.0,Shiraz,0.0,0.0,0.0,3.8,6.6,4.5,553192
71.0,1.0,2.0,3.0,33.0,2.0,Mashhad,1.0,0.0,0.0,6.5,2.7,4.8,102329
279.0,6.0,5.0,1.0,25.0,3.0,Rasht,1.0,0.0,0.0,3.2,5.9,7.1,505816
78.0,2.0,2.0,3.0,31.0,3.0,Tabriz,1.0,0.0,0.0,6.0,2.5,8.3,189941
,,3.0,2.0,18.0,2.0,Shiraz,0.0,0.0,0.0,16.8,3.8,4.3,172290
343.0,7.0,5.0,4.0,37.0,0.0,Shiraz,0.0,0.0,0.0,23.9,5.1,6.8,325750
126.0,1.0,1.0,1.0,23.0,3.0,Rasht,1.0,0.0,0.0,3.1,2.7,9.9,327042
345.0,5.0,5.0,2.0,29.0,2.0,Qom,0.0,0.0,0.0,24.7,5.4,9.2,418747
181.0,3.0,2.0,3.0,15.0,2.0,Tehran,0.0,0.0,0.0,3.4,5.0,4.1,341312
214.0,5.0,4.0,1.0,25.0,0.0,Shiraz,1.0,0.0,1.0,5.8,8.2,9.9,435511
363.0,7.0,5.0,3.0,3.0,0.0,Tabriz,0.0,0.0,0.0,2.3,7.6,4.9,496565
209.0,5.0,5.0,1.0,6.0,0.0,Tehran,0.0,0.0,1.0,20.5,1.0,9.7,570110
391.0,7.0,5.0,1.0,18.0,3.0,Tabriz,0.0,0.0,0.0,14.5,2.7,5.2,489075
298.0,6.0,5.0,1.0,11.0,3.0,Rasht,0.0,0.0,0.0,27.0,4.9,8.2,458676
352.0,7.0,5.0,,15.0,0.0,Tehran,0.0,1.0,0.0,3.3,7.6,4.1,839821
196.0,5.0,5.0,4.0,29.0,1.0,Qom,1.0,0.0,0.0,25.7,7.5,5.2,126731
412.0,7.0,5.0,4.0,27.0,1.0,Mashhad,0.0,0.0,0.0,10.7,9.9,8.0,564446
74.0,2.0,2.0,3.0,12.0,2.0,Tabriz,0.0,0.0,0.0,19.4,7.5,5.2,100000
222.0,4.0,4.0,3.0,11.0,2.0,Qom,0.0,0.0,0.0,12.0,6.3,8.4,284094
417.0,7.0,5.0,1.0,18.0,0.0,Tehran,1.0,0.0,1.0,16.8,9.6,4.0,921927
309.0,5.0,5.0,2.0,7.0,2.0,Karaj,0.0,0.0,0.0,32.5,1.9,8.4,429091
208.0,4.0,4.0,1.0,39.0,2.0,Shiraz,1.0,0.0,0.0,21.4,7.9,5.7,139546
353.0,7.0,5.0,1.0,,3.0,Isfahan,0.0,0.0,0.0,4.7,,5.6,516095
304.0,6.0,5.0,4.0,20.0,2.0,Mashhad,1.0,0.0,1.0,,5.2,7.5,547284
286.0,6.0,5.0,1.0,5.0,2.0,Tabriz,0.0,1.0,0.0,2.8,7.7,6.4,422392
153.0,2.0,2.0,1.0,11.0,0.0,Mashhad,1.0,1.0,0.0,19.1,9.0,4.9,198131
96.0,3.0,3.0,4.0,10.0,0.0,Mashhad,0.0,0.0,0.0,10.0,4.9,8.1,168132
281.0,5.0,4.0,3.0,36.0,1.0,Shiraz,1.0,0.0,1.0,19.4,,6.5,223478
130.0,1.0,1.0,4.0,20.0,3.0,Mashhad,1.0,0.0,1.0,13.2,5.3,4.7,168352
373.0,7.0,5.0,3.0,35.0,2.0,Karaj,0.0,0.0,1.0,29.3,9.7,4.2,558417
141.0,3.0,4.0,4.0,10.0,1.0,Tehran,1.0,0.0,0.0,30.5,4.0,7.2,268123
204.0,4.0,4.0,1.0,5.0,3.0,Qom,0.0,1.0,1.0,3.5,5.2,5.7,379187
226.0,4.0,4.0,4.0,24.0,0.0,Karaj,1.0,0.0,1.0,4.6,8.4,9.9,438446
266.0,5.0,4.0,3.0,25.0,2.0,Tehran,0.0,0.0,1.0,7.1,2.5,9.7,719636
307.0,6.0,5.0,3.0,25.0,2.0,Mashhad,1.0,0.0,1.0,20.0,1.1,9.8,614043
362.0,7.0,,2.0,13.0,2.0,Shiraz,0.0,0.0,1.0,9.7,9.9,5.7,464236
199.0,3.0,2.0,4.0,30.0,3.0,Tabriz,0.0,0.0,1.0,3.8,4.0,4.9,248228
89.0,3.0,2.0,3.0,43.0,3.0,Shiraz,1.0,0.0,0.0,27.4,2.1,8.1,100000
363.0,7.0,5.0,2.0,14.0,0.0,Tabriz,0.0,0.0,0.0,20.8,6.6,4.1,285939
140.0,3.0,3.0,4.0,22.0,2.0,Isfahan,1.0,0.0,0.0,19.8,4.9,,191095
272.0,4.0,4.0,3.0,20.0,2.0,Mashhad,0.0,0.0,0.0,11.8,2.0,8.9,439153
74.0,1.0,2.0,2.0,18.0,3.0,Isfahan,0.0,0.0,1.0,32.1,2.1,8.7,100000
391.0,7.0,5.0,1.0,9.0,0.0,Mashhad,0.0,0.0,0.0,9.7,2.3,6.9,585294
47.0,1.0,1.0,4.0,3.0,1.0,Tehran,1.0,0.0,1.0,34.7,6.0,9.5,100000
354.0,7.0,5.0,1.0,10.0,1.0,Tabriz,0.0,0.0,1.0,34.9,3.9,6.4,273211
292.0,4.0,4.0,4.0,28.0,2.0,Karaj,0.0,0.0,1.0,8.0,8.4,6.3,450618
46.0,1.0,1.0,3.0,6.0,1.0,Isfahan,0.0,0.0,1.0,17.9,7.6,6.1,100000
339.0,6.0,5.0,3.0,41.0,0.0,Tabriz,1.0,0.0,0.0,3.1,9.8,4.9,421557
375.0,7.0,5.0,3.0,21.0,0.0,Tabriz,0.0,0.0,0.0,,6.7,,445452
340.0,7.0,5.0,4.0,31.0,0.0,Rasht,0.0,,0.0,28.1,8.6,5.8,333042
73.0,1.0,1.0,1.0,26.0,3.0,Tehran,0.0,1.0,0.0,14.1,9.1,7.8,137281
344.0,,5.0,4.0,31.0,1.0,Tehran,0.0,1.0,0.0,9.7,3.6,8.7,856678
148.0,3.0,3.0,2.0,30.0,3.0,Tabriz,1.0,0.0,0.0,24.8,7.3,5.8,100000
317.0,6.0,5.0,3.0,17.0,3.0,Qom,0.0,0.0,0.0,17.2,3.5,8.3,417870
348.0,6.0,5.0,3.0,4.0,3.0,Karaj,0.0,0.0,0.0,18.4,10.0,7.0,563168
265.0,6.0,5.0,4.0,37.0,3.0,Qom,1.0,0.0,1.0,15.8,5.8,4.4,252531
255.0,5.0,4.0,1.0,18.0,3.0,Isfahan,1.0,1.0,1.0,14.9,4.8,5.9,481457
56.0,1.0,1.0,1.0,12.0,2.0,,0.0,0.0,1.0,32.1,6.1,4.4,100000
136.0,2.0,1.0,1.0,14.0,0.0,Mashhad,0.0,0.0,0.0,12.6,2.7,9.6,179243
420.0,7.0,5.0,4.0,18.0,2.0,Tabriz,0.0,0.0,0.0,31.1,3.9,6.4,381710
368.0,7.0,5.0,4.0,0.0,1.0,Mashhad,0.0,0.0,0.0,4.8,8.3,5.5,673871
367.0,6.0,5.0,3.0,45.0,1.0,Shiraz,0.0,0.0,0.0,19.7,5.0,7.3,377706
321.0,5.0,4.0,3.0,36.0,0.0,Rasht,1.0,0.0,1.0,17.0,8.9,7.5,293370
89.0,2.0,2.0,4.0,14.0,1.0,Qom,1.0,0.0,0.0,10.3,9.8,5.1,100000
150.0,3.0,4.0,2.0,10.0,0.0,Tabriz,0.0,0.0,0.0,7.0,3.7,7.7,149312
